Feature_1,Feature_2,True_Label
-2.3303039428786088,9.294678391382439,0
4.5358177110494635,1.7266692166113156,1
-2.1136816495312267,8.559592400800952,0
-2.9288063846640693,8.859679940272715,0
-2.388216487269733,8.057646005869422,0
-2.3373884782685197,8.132766050516954,0
-2.383951197879812,9.18751023294681,0
5.71647006498388,1.5894959024967072,1
-7.578910978060841,-6.598624974930662,2
4.983008931415358,1.1668117483459062,1
-2.900824269220869,8.853255370095484,0
-2.913444424499344,8.763407606406053,0
-2.4754335207087883,8.301912035091593,0
-2.5159462354217172,8.485430663720372,0
4.739408684014837,1.6730612453613347,1
-7.398250268314499,-6.97527893231775,2
3.7833115716826624,2.650105871023438,1
-7.815023151664198,-7.055866335296601,2
4.13687014547825,1.366075377546866,1
4.899552093348688,2.739539140442021,1
4.7519250771333095,1.9794658843316295,1
-1.8078004675847006,8.31336059680218,0
-6.591348709623387,-6.724484516004178,2
-6.713470185161475,-7.254352861554223,2
-6.943585986891653,-7.35787981357616,2
-6.572543841129558,-6.501355738252294,2
-2.8476586232057297,9.320124272618756,0
-6.3608572190223205,-7.13511779270332,2
-7.14475600033749,-7.276546009407118,2
-1.9676720014651117,9.541187154215773,0
-3.468583230702271,9.001029190473712,0
-2.463317234784999,8.020501670897875,0
-3.3716565393092663,8.733142363577835,0
-3.248458618236464,8.654364024000968,0
4.89237247571833,2.406047281025793,1
4.513594760531522,1.3492780929583073,1
-7.014564658797956,-7.3694914511671,2
-2.5066408947315195,8.896992561510748,0
-7.136560649819617,-7.409716354220422,2
-2.7439348160202264,9.285566149991304,0
-2.6318916810541855,8.637418046019576,0
-5.8492532287102765,-6.002439172054345,2
-2.4656740889336644,8.864782452965388,0
3.880193853251095,1.7310526475076062,1
4.282226981598117,2.3129685584080697,1
5.046309895647582,2.287984104902538,1
-2.3708522233877405,9.427877752716334,0
5.278711284122314,1.677383989522817,1
-2.8492099838419955,9.130412976778823,0
-2.9632096608133556,8.308134277530677,0
-5.897264624693076,-6.862477817290082,2
4.780374770095618,1.6618199240304352,1
-7.646684276519081,-6.241271182326692,2
-2.3611374845204622,9.144813764288266,0
4.039730632700214,1.8059190660202578,1
4.630622268231907,1.8288403644806628,1
-7.144877764956534,-7.168018713598286,2
-6.560330961762583,-7.710869624410426,2
-2.9511263411533166,9.091148681171086,0
-3.8190701750976226,9.425237380385934,0
-7.317436317843649,-7.571509458758115,2
-6.104051203390009,-6.822272276129517,2
-6.279020230069298,-7.084147279786722,2
-2.48009326382975,8.44280097928301,0
-6.444064839435424,-7.043121359359867,2
4.40435968341894,2.08919465261955,1
-2.479082518082237,10.245907184440965,0
-2.2482268402443015,9.162778464814915,0
-2.1024390143679152,8.398853969981344,0
-1.93778621579524,9.39025264454171,0
-2.968909740169652,9.78925333070709,0
4.2200179151377135,1.673473361218721,1
-2.732455099086261,9.442485525360057,0
4.149124510704126,2.204221421072367,1
4.652133923357573,2.222168829563457,1
5.0760391545884405,2.064840686809908,1
-2.6415260396717284,10.374370711493132,0
5.700956934734418,2.4894023142163055,1
4.9519387447541785,2.287342438572872,1
-6.83633229741482,-6.957948210971987,2
-2.7813889853153415,9.069747423053254,0
-7.210939070624193,-6.594810258979367,2
5.456084488193919,1.2580989949604158,1
4.9253240915746845,2.5409525040310315,1
-8.115449441214915,-7.278557221011185,2
4.801962012472322,1.9080981567568898,1
-1.7763732385919733,8.901397977955053,0
3.0192451661935653,1.4609758632735872,1
4.41985659287961,2.0385399725837776,1
-6.910966739787856,-6.402538433025327,2
-6.0653194183656245,-7.570160322383392,2
4.227130237831846,1.8124767631142353,1
-7.682850351280056,-6.778377775342335,2
4.274695520369533,2.0813989787317193,1
3.97976223271778,2.888899066867909,1
4.630370732276757,1.4719050016218276,1
5.711850880890764,2.2901291950997376,1
-2.9965384581664107,9.407828430069548,0
-6.788694063622023,-6.7559993001257785,2
-2.139964333055045,9.099970268793307,0
-2.5670217642468702,8.863734280403676,0
4.228768638444886,2.095013289686688,1
4.345196457755995,2.3979707324512445,1
-2.102934711855651,9.692406142483733,0
4.7953326190271035,2.710847792415508,1
-7.372490214319042,-6.6280863355170245,2
-7.202913633272534,-7.420883595083144,2
4.6883768187244605,2.2707481966591887,1
-2.328379610528933,8.69172625089576,0
-2.4593719405089294,8.762548301140223,0
-7.362088921441322,-6.537083863276727,2
5.365450640125622,2.4528050969833353,1
4.009436859060579,2.43210065746812,1
-6.855366377178856,-7.295584651481466,2
-6.128448665103256,-6.843062203066059,2
-6.563236258098128,-5.744763164373749,2
-6.5910911275610005,-6.981632286297443,2
-3.127672978491791,8.354057821656184,0
-7.017153039727092,-8.03107017564374,2
-6.464924400559526,-7.985677247779889,2
3.577930974073198,1.7102921731003515,1
-7.257802563793422,-7.591236448074784,2
-7.5318619414036965,-6.545273318860928,2
-2.502696677113797,9.74105316677698,0
4.243618467011751,1.9158014632072824,1
-7.101773821189326,-6.69145934675352,2
-6.036056373614988,-6.439289714801221,2
4.482244213907928,2.352654294187366,1
-2.5477484777598023,9.184862115606643,0
-2.098167543055505,9.962682619525296,0
-6.41653841738545,-5.925401273040881,2
-2.680554881316135,8.613147493587512,0
-7.471256447484158,-7.899725682155997,2
4.662664756180008,1.6473695101378234,1
4.980855321875583,1.818036305644004,1
-7.20554524505235,-6.85641025761774,2
4.629428039246028,2.031833375595123,1
-6.057143334400628,-7.004627613054136,2
-6.912667090474929,-7.485617693157175,2
-6.734739762703064,-5.842409193953227,2
4.801238116397146,1.5595542121645705,1
5.218934272978135,2.3690010309222,1
-2.196363949170247,8.58570734999018,0
-6.118065152516442,-6.610654571433617,2
3.842665006830918,1.6734821724638456,1
4.9849508320836575,1.772559447997814,1
4.642500686087193,1.996659980823103,1
-6.749765940290529,-7.332267905828151,2
4.913427526813121,1.872073357723785,1
-6.694054254465616,-7.182102186633857,2
4.5854987619996725,2.1740255449902026,1
-7.175824153270705,-7.312104978115855,2
5.797208119564855,1.039537087644858,1
5.7347803028369375,1.5690205412631562,1
-6.716163504269189,-6.989659857680379,2
4.1764136004390595,1.943407005909832,1
-3.1732906475019655,9.112716746132882,0
-7.6189203140411905,-6.308232571672482,2
-2.3626613864034094,8.657110419185138,0
-2.6209290157156757,9.371286375244367,0
-1.9936978618047747,9.479926187756421,0
-6.840943037327461,-7.3107516939400785,2
-3.2845293385858163,9.048567615601335,0
5.0525870107221165,2.3799245019410513,1
4.308985603843907,2.399386351338844,1
-6.8194793752953204,-6.622890176246572,2
4.674779878723111,1.780512885509852,1
5.013525638789733,2.2783548166574645,1
-2.6053781054433114,9.165059799365128,0
-1.7195912152990545,9.398003492774777,0
4.688716885502517,1.5866647920129988,1
4.403912903333385,2.517644982424415,1
4.897396469832431,2.2300626593968365,1
-6.829961038436657,-6.504416031590052,2
-6.37648078654405,-7.168555528037521,2
-7.014330608373549,-6.521338465377966,2
-3.0623651100557643,8.416182816157987,0
-1.566104672447485,9.10157503461424,0
-2.9325944820869525,8.256862515855389,0
4.253466228959315,1.8547603805707276,1
4.861788550301216,2.3604867106554,1
5.360515480761159,1.2552386083510123,1
3.915836665479439,1.2694377967524544,1
-6.710378987404063,-7.087753550226347,2
4.672018845775833,1.434297294976079,1
-6.556939216358696,-6.195793814509773,2
5.116879717974703,2.298865309593631,1
4.56398628871031,2.2673282871830205,1
-6.687594466681617,-6.896456967322993,2
-2.3471556383553525,8.821744987990163,0
4.41484610048848,2.2845946501144816,1
5.221460712305581,1.9782862144505255,1
-2.619033566971506,9.192842413954194,0
-6.999101214584475,-7.333891424296746,2
-3.0846944117639015,9.202135137371158,0
4.225381330767065,1.6930791638422473,1
-3.312939240333364,9.106603057464474,0
-6.870418001556494,-6.041890937138305,2
-6.44482423109844,-6.202290663873471,2
